constituency,state,status,Vote,Margin,Candidate,Party
POLLACHI(21),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 21 - POLLACHI  (Tamil Nadu)

            ",lost,605,-532772,NOOR MUHAMAD A,Independent
POLLACHI(21),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 21 - POLLACHI  (Tamil Nadu)

            ",lost,567,-532810,KARTHIKEYAN P,Independent
POLLACHI(21),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 21 - POLLACHI  (Tamil Nadu)

            ",lost,435,-532942,KARTHIKEYAN D,Independent
POLLACHI(21),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 21 - POLLACHI  (Tamil Nadu)

            ",,14503,-518874,NOTA,None of the Above
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",won,603209,389107,ARUN NEHRU,Dravida Munnetra Kazhagam
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,214102,-389107,CHANDRAMOHAN N D,All India Anna Dravida Munnetra Kazhagam
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,161866,-441343,PAARIVENDHAR T R,Bharatiya Janata Party
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,113092,-490117,THENMOZHI R,Naam Tamilar Katchi
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,3951,-599258,MANI S,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,3508,-599701,MADHU R,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,3273,-599936,RENGARAJ S,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,3059,-600150,ELANGOVAN R,Bahujan Samaj Party
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,1362,-601847,VASUDEVAN A,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,1299,-601910,ARUN NEHRU,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,1087,-602122,LAKSHMANAN,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,1081,-602128,PARY T,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,1015,-602194,ANANDARAJU R,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,1006,-602203,JAYAKUMAR K,Samaniya Makkal Nala Katchi
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,878,-602331,TAMILSELVAN M,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,873,-602336,THANGAMANI K,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,755,-602454,P K AMMAN G SIVAKUMAR,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,748,-602461,EBINESAN M,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,733,-602476,MURUGANANTHAM T,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,555,-602654,SUDHAKAR S,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,532,-602677,SAMBATH D,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,469,-602740,MUTHUKUMAR,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",lost,451,-602758,VEERAMALAI K,Independent
PERAMBALUR(25),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 25 - PERAMBALUR  (Tamil Nadu)

            ",,10322,-592887,NOTA,None of the Above
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",won,502245,319583,MURASOLI S,Dravida Munnetra Kazhagam
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,182662,-319583,SIVANESAN P,Desiya Murpokku Dravida Kazhagam
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,170613,-331632,MURUGANANTHAM M,Bharatiya Janata Party
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,120293,-381952,HUMAYUN KABIR,Naam Tamilar Katchi
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,18191,-484054,RENGASAMY C,Independent
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,6795,-495450,SARAVANAN M,Independent
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,4158,-498087,SENTHIL KUMAR N,Independent
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,3851,-498394,EZHILARASAN S,Independent
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,2410,-499835,JAYABAL A,Bahujan Samaj Party
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,1992,-500253,SANTHOSH M,Independent
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,1446,-500799,ER ARJUN S,Independent
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",lost,1217,-501028,KARIKALA CHOLAN S,Independent
THANJAVUR(30),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 30 - THANJAVUR  (Tamil Nadu)

            ",,12833,-489412,NOTA,None of the Above
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",won,571493,278825,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,292668,-278825,TTV DHINAKARAN,Amma Makkal Munnettra Kazagam
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,155587,-415906,NARAYANASAMY V T,All India Anna Dravida Munnetra Kazhagam
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,76834,-494659,MADHAN,Naam Tamilar Katchi
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,6298,-565195,PRAKASH P,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,3967,-567526,PANDIKUMAR S,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,3006,-568487,AJEETHKUMAR S,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,2866,-568627,PARAMASIVAN S,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,2277,-569216,PARTHIBAN G,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,2222,-569271,JEEVA M,Bahujan Samaj Party
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,1935,-569558,CHARCHIL DURAI P,Humanity for Peace Party
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,1232,-570261,PREMA S,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,1201,-570292,MANIKANDAN R,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,1128,-570365,REVATHI K,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,1094,-570399,MUDIYARASU,All India Youth Development Party
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,932,-570561,THIAGARAJAN O V,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,805,-570688,VASANTHA SARAVANAN,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,667,-570826,VIJAYAN K,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,617,-570876,SETHUPATHI G,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,603,-570890,JOHNGILBERTRAJ,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,592,-570901,AATHIMUTHUKUMAR M,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,543,-570950,MUTHUKUMAR,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,486,-571007,HARIKRISHNAKUMAR R,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,453,-571040,SATHEESH KUMAR A,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",lost,377,-571116,KUMAR,Independent
THENI(33),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 33 - THENI  (Tamil Nadu)

            ",,11336,-560157,NOTA,None of the Above
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",won,540729,392738,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,147991,-392738,SIVASAMY VELUMANI R,All India Anna Dravida Munnetra Kazhagam
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,122380,-418349,VIJAYASEELAN SDR,Tamil Maanila Congress  (Moopanar)
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,120300,-420429,ROWENA RUTH JANE J,Naam Tamilar Katchi
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,6640,-534089,RAJHA N P,Naam Indiar Party
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,6072,-534657,ARUNADEVI R,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,3640,-537089,CHITHIRAI JEGAN S,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,3376,-537353,SIVANESWARAN J,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,2245,-538484,SAMUEL T,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,2195,-538534,MANIKKARAJ A,Bahujan Samaj Party
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,1839,-538890,AASIRIYAR SHANMUGA SUNDARAM K,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,1792,-538937,KALEERMURUGAPAVENTHAN R,Makkal Nalvaazhvuk Katchi
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,897,-539832,PONKUMARAN T P S,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,829,-539900,JEYAKUMAR C,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,805,-539924,GANDHIMALLAR S M,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,769,-539960,BISHOP DR GODFREY NOBLE,Aanaithinthiya Jananayaka Pathukappu Kazhagam
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,739,-539990,PERUMALKUMAR P,Puthiya Makkal Tamil Desam Katchi
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,710,-540019,ESAKKIMUTHU V,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,689,-540040,KANNAN G,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,663,-540066,DAVID JEBASEELAN J,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,578,-540151,SUDALAIMUTHU P,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,480,-540249,KRISHNAN S,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,461,-540268,RADHAKRISHNAN V G,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,444,-540285,JAMES P,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,429,-540300,PONRAJ K,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,396,-540333,PRASANNA KUMAR M,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,341,-540388,SELVAMUTHUKUMAR M,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",lost,291,-540438,SENTHIL KUMAR S,Independent
THOOTHUKKUDI(36),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 36 - THOOTHUKKUDI  (Tamil Nadu)

            ",,9806,-530923,NOTA,None of the Above
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",won,425679,196199,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,229480,-196199,DR K KRISHNASAMY,All India Anna Dravida Munnetra Kazhagam
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,208825,-216854,B JOHN PANDIAN,Bharatiya Janata Party
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,130335,-295344,ESAI MATHIVANAN,Naam Tamilar Katchi
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,6314,-419365,KARPAGAVALLI P,Independent
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,3554,-422125,T MAHESHKUMAR,Bahujan Samaj Party
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,3412,-422267,RAMASAMY P,Viro Ke Vir Indian Party
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,3278,-422401,M MANMATHAN,Independent
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,2476,-423203,A SEETHA,Bahujan Dravida Party
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,1833,-423846,KRISHNASAMY,Independent
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,1655,-424024,M UMAMAHESWARI,Desiya Makkal Sakthi Katchi
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,1457,-424222,A MUTHAIAH,Independent
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,1350,-424329,P KRISHNASAMY,Independent
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,1313,-424366,ARUMUGASWAMI M,Independent
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",lost,993,-424686,RAJA SEKAR,Independent
TENKASI(37),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 37 - TENKASI  (Tamil Nadu)

            ",,17165,-408514,NOTA,None of the Above
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",won,754328,327901,KINJARAPU RAMMOHAN NAIDU,Telugu Desam
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,426427,-327901,TILAK PERADA,Yuvajana Sramika Rythu Congress Party
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,7172,-747156,PEDADA PARAMESWARA RAO,Indian National Congress
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,5958,-748370,SANAPALA SRAVAN KUMAR,Independent
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,4742,-749586,NAIDUGARI RAJASEKHAR,Bahujan Samaj Party
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,3598,-750730,VABA YOGESWARA RAO,Independent
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,2536,-751792,BETHA VIVEKANANDA MAHARAJ,Independent
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,1605,-752723,YEDDU LAKSHMINARAYANA,Independent
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,1357,-752971,BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,1130,-753198,IPPILI SEETHARAJU,Jai Bharat National Party
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,818,-753510,KAYA DURGARAO,Navarang Congress Party
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,816,-753512,CHELLURI DANIYAL,Independent
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",lost,594,-753734,BOMMALI TIRUPATI RAO,Pyramid Party of India
Srikakulam(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Srikakulam  (Andhra Pradesh)

            ",,24605,-729723,NOTA,None of the Above
